index,trialid,source_register,date_registration,date_enrollement,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,intervention_type,intervention,web_address,results_url_link,last_refreshed_on,first_seen
196,NCT04252664,ClinicalTrials.gov,2020-01-31,2020-02-12,Capital Medical University,Recruiting,Phase 3,Interventional,China,Mild/Moderate 2019-nCoV Remdesivir RCT,Drug,Remdesivir,https://clinicaltrials.gov/show/NCT04252664,No Results,2020-03-02,2020-08-03
197,NCT04256395,ClinicalTrials.gov,2020-02-01,2020-02-01,Beijing Tsinghua Chang Gung Hospital,Recruiting,Not Applicable,Observational,China,Efficacy of a Self-test and Self-alert Mobile Applet in Detecting Susceptible Infection of COVID-19,Diagnosis,No Intervention,https://clinicaltrials.gov/show/NCT04256395,No Results,2020-03-02,2020-03-18
198,NCT04273321,ClinicalTrials.gov,2020-02-15,2020-02-14,"Beijing Chaoyang Hospital, Capital Medical University",Recruiting,Not Applicable,Interventional,China,Efficacy and Safety of Corticosteroids in COVID-19,Drug,Corticosteroids,https://clinicaltrials.gov/show/NCT04273321,No Results,2020-03-02,2020-08-03
199,NCT04273529,ClinicalTrials.gov,2020-02-14,2020-02-20,The First Affiliated Hospital of Wenzhou Medical University,Not Recruiting,Phase 2,Interventional,No Country Given,The Efficacy and Safety of Thalidomide in the Adjuvant Treatment of Moderate New Coronavirus (COVID-19) Pneumonia,Drug,Thalidomide,https://clinicaltrials.gov/show/NCT04273529,No Results,2020-03-02,2020-08-03
200,NCT04270383,ClinicalTrials.gov,2020-02-11,2020-02-15,Beijing Children's Hospital,Not Recruiting,Phase 1,Observational,China,Clinical Characteristics and Long-term Prognosis of 2019-nCoV Infection in Children,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04270383,No Results,2020-03-02,2020-08-03
201,NCT04273646,ClinicalTrials.gov,2020-02-14,2020-02-16,"Wuhan Union Hospital, China",Not Recruiting,Not Applicable,Interventional,China,Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Novel Coronavirus Severe Pneumonia,ATMP,"Cells, mesenchymal",https://clinicaltrials.gov/show/NCT04273646,No Results,2020-03-02,2020-08-03
202,NCT04275947,ClinicalTrials.gov,2020-02-17,2020-02-14,Chinese Alliance Against Lung Cancer,Recruiting,Not Applicable,Observational,China,The COVID-19 Mobile Health Study (CMHS),Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04275947,No Results,2020-03-02,2020-08-03
203,ChiCTR2000030420,ChiCTR,2020-03-01,2020-03-01,"Institute of Integrative Medicine of Dalian Medical University, Dalian, China.",Not Recruiting,Not Applicable,Interventional,China,A Clinical Trial Study for the Influence of TCM Psychotherapy on Negative Emotion of Patients with Novel Coronavirus Pneumonia (COVID-19) Based on Network Platform,Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=50286,No Results,2020-03-02,2020-08-03
204,ChiCTR2000029954,ChiCTR,2020-02-17,2020-04-30,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Phase 4,Interventional,China,"Efficacy and safety of honeysuckle oral liquid in the treatment of novel coronavirus pneumonia (COVID-19): a multicenter, randomized, controlled, open clinical trial",Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49402,No Results,2020-02-25,2020-08-03
205,NCT04279899,ClinicalTrials.gov,2020-02-18,2020-02-01,Children's Hospital of Fudan University,Recruiting,Not Applicable,Observational,China,The Investigation of the Neonates With or With Risk of COVID-19,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04279899,No Results,2020-03-02,2020-03-18
206,NCT04275245,ClinicalTrials.gov,2020-02-06,2020-02-03,Tang-Du Hospital,Recruiting,Phase 1/Phase 2,Interventional,China,Clinical Study of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia,Drug,Mepolizumab,https://clinicaltrials.gov/show/NCT04275245,No Results,2020-03-02,2020-08-03
207,NCT04275388,ClinicalTrials.gov,2020-02-17,2020-02-14,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Not Recruiting,Not Applicable,Interventional,No Country Given,Xiyanping Injection for the Treatment of New Coronavirus Infected Pneumonia,Traditional Medicine (Drug),Traditional Medicine,https://clinicaltrials.gov/show/NCT04275388,No Results,2020-03-02,2020-03-18
208,NCT04279197,ClinicalTrials.gov,2020-02-15,2020-02-15,ShuGuang Hospital,Recruiting,Phase 2,Interventional,China,Treatment of Pulmonary Fibrosis Due to 2019-nCoV Pneumonia With Fuzheng Huayu,Traditional Medicine (Drug),Traditional Medicine,https://clinicaltrials.gov/show/NCT04279197,No Results,2020-03-02,2020-08-03
209,NCT04280588,ClinicalTrials.gov,2020-02-20,2020-02-22,The First Affiliated Hospital of Fujian Medical University,Recruiting,Phase 2,Interventional,China,Fingolimod in COVID-19,Drug,Fingolimod,https://clinicaltrials.gov/show/NCT04280588,No Results,2020-03-02,2020-08-03
210,ChiCTR2000030432,ChiCTR,2020-03-01,2020-03-02,The First Affiliated Hospital of Fujian Medical University,Not Recruiting,Not Applicable,Interventional,China,Application of rehabilitation and Lung eight-segment exercise in front-line nurses in the prevention of novel coronavirus pneumonia (COVID-19) epidemic,Other (physio),Physio,http://www.chictr.org.cn/showproj.aspx?proj=50268,No Results,2020-03-02,2020-08-03
211,ChiCTR2000030398,ChiCTR,2020-03-01,2020-02-27,Wuhan Jinyintan Hospital (Wuhan Infectious Diseases Hospital),Not Recruiting,Not Applicable,Interventional,China,"A randomized, double-blind, placebo-controlled trial for evaluation of  the efficacy and safety of bismuth potassium citrate capsules in the treatment of patients with novel coronavirus pneumonia (COVID-19).",Drug,Bismuth potassium citrate,http://www.chictr.org.cn/showproj.aspx?proj=50173,No Results,2020-03-02,2020-08-03
212,NCT04273581,ClinicalTrials.gov,2020-02-14,2020-02-18,The First Affiliated Hospital of Wenzhou Medical University,Not Recruiting,Phase 2,Interventional,No Country Given,The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe COVID-19,Drug,Combination: thalidomide + corticosteroids,https://clinicaltrials.gov/show/NCT04273581,No Results,2020-03-02,2020-08-03
213,NCT04274322,ClinicalTrials.gov,2020-02-16,2020-02-01,Peking University Third Hospital,Not Recruiting,Not Applicable,Observational,No Country Given,Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool,Other (nutrition),Nutrition,https://clinicaltrials.gov/show/NCT04274322,No Results,2020-03-02,2020-03-18
214,NCT04275414,ClinicalTrials.gov,2020-02-14,2020-02-01,Qilu Hospital of Shandong University,Recruiting,Phase 2/Phase 3,Interventional,China,Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia,Drug,Bevacizumab,https://clinicaltrials.gov/show/NCT04275414,No Results,2020-03-02,2020-03-18
215,ChiCTR2000030390,ChiCTR,2020-03-01,2020-01-01,Key Laboratory of Ministry of Industry and Information Technology of Biomedical Engineering and Translational Medicine,Recruiting,Not Applicable,Diagnostic test,China,Research and Development of Diagnostic Assistance Decision Support System for novel coronavirus pneumonia (COVID-19) Based on Big Data Technology,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50224,No Results,2020-03-02,2020-08-03
216,ChiCTR2000030363,ChiCTR,2020-02-29,2020-02-23,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,"Novel Coronavirus Infected Disease (COVID-19) in children: epidemiology, clinical features and treatment outcome",Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49984,No Results,2020-03-02,2020-08-03
217,ChiCTR2000030433,ChiCTR,2020-03-01,2020-03-01,The First Affiliated Hospital of Fujian Medical University,Not Recruiting,Phase 1,Interventional,China,Application of Rehabilitation and Lung Eight-segment Exercise in Home Rehabilitation of Survivors from novel coronavirus pneumonia (COVID-19),Other (physio),Physio,http://www.chictr.org.cn/showproj.aspx?proj=50273,No Results,2020-03-02,2020-08-03
218,ChiCTR2000030418,ChiCTR,2020-03-01,2020-03-01,The First Affiliated Hospital of Fujian Medical University,Recruiting,Not Applicable,Interventional,China,Application of rehabilitation lung exercise eight-segment exercise in patients with novel coronavirus pneumonia (COVID-19),Other (physio),Physio,http://www.chictr.org.cn/showproj.aspx?proj=50341,No Results,2020-03-02,2020-08-03
219,ChiCTR2000030389,ChiCTR,2020-03-01,2020-02-29,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,A Comparative Study for the Effectiveness of ''triple energizer treatment'' Method in Repairing Lung Injury in Patients with Novel coronavirus pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50278,No Results,2020-03-02,2020-08-03
220,ChiCTR2000030387,ChiCTR,2020-03-01,2020-03-01,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Clinical observation and research of multiple organs injury in severe patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50329,No Results,2020-03-02,2020-08-03
221,ChiCTR2000030386,ChiCTR,2020-02-18,2020-03-01,Hunan University of Chinese Medicine,Not Recruiting,Not Applicable,Interventional,China,Study for moxibustion in the preventing of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50323,No Results,2020-03-02,2020-03-18
222,ChiCTR2000030382,ChiCTR,2020-02-17,2020-03-01,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,Construction and application of non-contact doctor-patient interactive diagnosis and treatment mode of moxibustion therapy for novel coronary pneumonia (COVID-19) based on mobile internet,Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50325,No Results,2020-03-02,2020-03-18
223,ChiCTR2000030331,ChiCTR,2020-02-28,2020-02-01,The First Affiliated Hospital Division of Life Sciences and Medicine University of Science and Technology of China,Recruiting,Not Applicable,Epidemiological research,China,Construction of a Bio information platform for novel coronavirus pneumonia (COVID-19) patients follow-up in Anhui,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50271,No Results,2020-03-02,2020-08-03
224,ChiCTR2000030322,ChiCTR,2020-02-28,2020-02-01,Xinyang Central Hospital,Recruiting,Not Applicable,Observational,China,Identification and Clinical Treatment of Severe novel coronavirus pneumonia (COVID-19) Patients,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50240,No Results,2020-03-02,2020-08-03
225,ChiCTR2000030330,ChiCTR,2020-02-28,2020-02-28,The First Affiliated Hospital of University of science and technology of China (Anhui Provincial Hospital),Recruiting,Not Applicable,Observational,China,Clinical research of 6-minute walk training on motor function of novel coronavirus pneumonia (COVID-19),Other (exercise),Exercise,http://www.chictr.org.cn/showproj.aspx?proj=50274,No Results,2020-03-02,2020-08-03
226,ChiCTR2000030328,ChiCTR,2020-02-28,2020-03-02,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Phase 4,Interventional,China,Clinical application of inhaled acetylcysteine solution in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Acetylcysteine,http://www.chictr.org.cn/showproj.aspx?proj=50241,No Results,2020-03-02,2020-08-03
227,NCT04279782,ClinicalTrials.gov,2020-02-15,2020-01-20,"Third Affiliated Hospital, Sun Yat-Sen University",Recruiting,Phase 1,Observational,China,Clinical Features of Suspected and Confirmed Patients of 2019 Novel Coronavirus Infection,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04279782,No Results,2020-03-02,2020-03-18
228,NCT04279795,ClinicalTrials.gov,2020-02-19,2020-01-20,"Third Affiliated Hospital, Sun Yat-Sen University",Recruiting,Phase 1,Observational,China,Detection of 2019 Novel Coronavirus in Multiple Organ System and Its Relationship With Clinical Manifestations,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04279795,No Results,2020-03-02,2020-03-18
229,NCT04280224,ClinicalTrials.gov,2020-02-13,2020-02-20,Xinxiang medical university,Recruiting,Phase 1,Interventional,China,NK Cells Treatment for Novel Coronavirus Pneumonia,ATMP,"Cells, NK",https://clinicaltrials.gov/show/NCT04280224,No Results,2020-03-02,2020-03-18
230,ChiCTR2000030442,ChiCTR,2020-03-02,2020-03-05,The Second Affiliated Hospital of Xi'an Jiaotong University,Not Recruiting,Not Applicable,Interventional,No Country Given,"Combination of Tocilizumab, IVIG and CRRT in severe patients with novel coronavirus pneumonia (COVID-19)",Drug (+ATMP +Other (renal)),Combination: Tocilizumab + immunoglobulin ]+ renal replacement therapy],http://www.chictr.org.cn/showproj.aspx?proj=50380,No Results,2020-03-02,2020-03-18
231,ChiCTR2000030314,ChiCTR,2020-02-28,2020-02-28,"Xiangyang Central Hospital, Affiliated Hospital of Hubei University of Arts and Sciences",Not Recruiting,Not Applicable,Interventional,No Country Given,Traditional Chinese medicine Ma-Xing-Shi-Gan-Tang and Sheng-Jiang-San in the treatment of children with novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50248,No Results,2020-03-02,2020-03-18
232,ChiCTR2000030305,ChiCTR,2020-02-28,2020-03-09,Li Caixia,Not Recruiting,Not Applicable,Observational,China,Multiomics study and emergency plan optimization of spleen strengthening clearing damp and stomach therapy combined with antiviral therapy for novel coronavirus pneumonia (COVID-19),Genomics,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50223,No Results,2020-03-02,2020-08-03
233,ChiCTR2000030334,ChiCTR,2020-02-28,2020-02-19,Nanjing Second Hospital,Recruiting,Not Applicable,Diagnostic test,China,microRNA as a marker for early diagnosis of novel coronavirus infection (COVID-19),Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49491,No Results,2020-03-02,2020-08-03
234,ChiCTR2000030333,ChiCTR,2020-02-28,2020-03-04,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Interventional,China,"A randomized, open-label controlled trial for the efficacy and safety of Pirfenidone in patients with severe and critical novel coronavirus pneumonia (COVID-19)",Drug,Pirfenidone,http://www.chictr.org.cn/showproj.aspx?proj=48801,No Results,2020-03-02,2020-08-03
235,ChiCTR2000030317,ChiCTR,2020-02-28,2020-03-01,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Interventional,China,Clinical study for a new type of Gastroscope isolation mask for preventing and controlling the novel coronavirus pneumonia (COVID-19) Epidemic period,Other (physical),Gastroscope mask,http://www.chictr.org.cn/showproj.aspx?proj=50247,No Results,2020-03-02,2020-08-03
236,ChiCTR2000030315,ChiCTR,2020-02-28,2020-01-01,Affiliated Hospital of Changchun University of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,Clinical Study for Traditional Chinese Medicine in the Prevention and Treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50255,No Results,2020-03-02,2020-08-03
237,ChiCTR2000030288,ChiCTR,2020-02-27,2020-02-27,China Academy of Chinese Medical Sciences,Recruiting,Not Applicable,Interventional,China,Efficacy of Traditional Chinese Medicine in the Treatment of Novel Coronavirus Pneumonia (COVID-19): a Randomized Controlled Trial,Traditional Medicine (Unspecified),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50202,No Results,2020-03-02,2020-08-03
