,trialid,registry,registration_date,enrollment_date,sponsors,recruitment_status,phase,study_type,countries,title,intervention_type,intervention,data_source,results_link,last_refreshed_on,first_seen
210,chictr2000030432,chictr,2020-03-01,2020-03-02,the first affiliated hospital of fujian medical university,not recruiting,not applicable,interventional,china,application of rehabilitation and lung eight-segment exercise in front-line nurses in the prevention of novel coronavirus pneumonia (covid-19) epidemic,other (physio),physio,http://www.chictr.org.cn/showproj.aspx?proj=50268,no results,2020-03-02,2020-08-03
211,chictr2000030398,chictr,2020-03-01,2020-02-27,wuhan jinyintan hospital (wuhan infectious diseases hospital),not recruiting,not applicable,interventional,china,"a randomized,double-blind,placebo-controlled trial for evaluation of  the efficacy and safety of bismuth potassium citrate capsules in the treatment of patients with novel coronavirus pneumonia (covid-19).",drug,bismuth potassium citrate,http://www.chictr.org.cn/showproj.aspx?proj=50173,no results,2020-03-02,2020-08-03
212,nct04273581,clinicaltrials.gov,2020-02-14,2020-02-18,the first affiliated hospital of wenzhou medical university,not recruiting,phase 2,interventional,no country given,the efficacy and safety of thalidomide combined with low-dose hormones in the treatment of severe covid-19,drug,combination: thalidomide + corticosteroids,https://clinicaltrials.gov/show/nct04273581,no results,2020-03-02,2020-08-03
213,nct04274322,clinicaltrials.gov,2020-02-16,2020-02-01,peking university third hospital,not recruiting,not applicable,observational,no country given,identifying critically-ill patients with covid-19 who will benefit most from nutrition support therapy: validation of the nutric nutritional risk assessment tool,other (nutrition),nutrition,https://clinicaltrials.gov/show/nct04274322,no results,2020-03-02,2020-03-18
214,nct04275414,clinicaltrials.gov,2020-02-14,2020-02-01,qilu hospital of shandong university,recruiting,phase 2/phase 3,interventional,china,bevacizumab in severe or critical patients with covid-19 pneumonia,drug,bevacizumab,https://clinicaltrials.gov/show/nct04275414,no results,2020-03-02,2020-03-18
215,chictr2000030390,chictr,2020-03-01,2020-01-01,key laboratory of ministry of industry and information technology of biomedical engineering and translational medicine,recruiting,not applicable,diagnostic test,china,research and development of diagnostic assistance decision support system for novel coronavirus pneumonia (covid-19) based on big data technology,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50224,no results,2020-03-02,2020-08-03
216,chictr2000030363,chictr,2020-02-29,2020-02-23,"tongji hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,observational,china,"novel coronavirus infected disease (covid-19) in children: epidemiology,clinical features and treatment outcome",clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49984,no results,2020-03-02,2020-08-03
217,chictr2000030433,chictr,2020-03-01,2020-03-01,the first affiliated hospital of fujian medical university,not recruiting,phase 1,interventional,china,application of rehabilitation and lung eight-segment exercise in home rehabilitation of survivors from novel coronavirus pneumonia (covid-19),other (physio),physio,http://www.chictr.org.cn/showproj.aspx?proj=50273,no results,2020-03-02,2020-08-03
218,chictr2000030418,chictr,2020-03-01,2020-03-01,the first affiliated hospital of fujian medical university,recruiting,not applicable,interventional,china,application of rehabilitation lung exercise eight-segment exercise in patients with novel coronavirus pneumonia (covid-19),other (physio),physio,http://www.chictr.org.cn/showproj.aspx?proj=50341,no results,2020-03-02,2020-08-03
219,chictr2000030389,chictr,2020-03-01,2020-02-29,hubei hospital of traditional chinese medicine,recruiting,not applicable,observational,china,a comparative study for the effectiveness of ''triple energizer treatment'' method in repairing lung injury in patients with novel coronavirus pneumonia (covid-19),traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50278,no results,2020-03-02,2020-08-03
220,chictr2000030387,chictr,2020-03-01,2020-03-01,"tongji hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,observational,china,clinical observation and research of multiple organs injury in severe patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50329,no results,2020-03-02,2020-08-03
221,chictr2000030386,chictr,2020-02-18,2020-03-01,hunan university of chinese medicine,not recruiting,not applicable,interventional,china,study for moxibustion in the preventing of novel coronavirus pneumonia (covid-19),traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50323,no results,2020-03-02,2020-03-18
222,chictr2000030382,chictr,2020-02-17,2020-03-01,hubei hospital of traditional chinese medicine,recruiting,not applicable,observational,china,construction and application of non-contact doctor-patient interactive diagnosis and treatment mode of moxibustion therapy for novel coronary pneumonia (covid-19) based on mobile internet,traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50325,no results,2020-03-02,2020-03-18
223,chictr2000030331,chictr,2020-02-28,2020-02-01,the first affiliated hospital division of life sciences and medicine university of science and technology of china,recruiting,not applicable,epidemiological research,china,construction of a bio information platform for novel coronavirus pneumonia (covid-19) patients follow-up in anhui,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50271,no results,2020-03-02,2020-08-03
224,chictr2000030322,chictr,2020-02-28,2020-02-01,xinyang central hospital,recruiting,not applicable,observational,china,identification and clinical treatment of severe novel coronavirus pneumonia (covid-19) patients,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50240,no results,2020-03-02,2020-08-03
225,chictr2000030330,chictr,2020-02-28,2020-02-28,the first affiliated hospital of university of science and technology of china (anhui provincial hospital),recruiting,not applicable,observational,china,clinical research of 6-minute walk training on motor function of novel coronavirus pneumonia (covid-19),other (exercise),exercise,http://www.chictr.org.cn/showproj.aspx?proj=50274,no results,2020-03-02,2020-08-03
226,chictr2000030328,chictr,2020-02-28,2020-03-02,"union hospital,tongji medical college,huazhong university of science and technology",not recruiting,phase 4,interventional,china,clinical application of inhaled acetylcysteine solution in the treatment of novel coronavirus pneumonia (covid-19),drug,acetylcysteine,http://www.chictr.org.cn/showproj.aspx?proj=50241,no results,2020-03-02,2020-08-03
227,nct04279782,clinicaltrials.gov,2020-02-15,2020-01-20,"third affiliated hospital,sun yat-sen university",recruiting,phase 1,observational,china,clinical features of suspected and confirmed patients of 2019 novel coronavirus infection,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04279782,no results,2020-03-02,2020-03-18
228,nct04279795,clinicaltrials.gov,2020-02-19,2020-01-20,"third affiliated hospital,sun yat-sen university",recruiting,phase 1,observational,china,detection of 2019 novel coronavirus in multiple organ system and its relationship with clinical manifestations,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04279795,no results,2020-03-02,2020-03-18
229,nct04280224,clinicaltrials.gov,2020-02-13,2020-02-20,xinxiang medical university,recruiting,phase 1,interventional,china,nk cells treatment for novel coronavirus pneumonia,atmp,"cells,nk",https://clinicaltrials.gov/show/nct04280224,no results,2020-03-02,2020-03-18
230,chictr2000030442,chictr,2020-03-02,2020-03-05,the second affiliated hospital of xi'an jiaotong university,not recruiting,not applicable,interventional,no country given,"combination of tocilizumab,ivig and crrt in severe patients with novel coronavirus pneumonia (covid-19)",drug (+atmp +other (renal)),combination: tocilizumab + immunoglobulin ]+ renal replacement therapy],http://www.chictr.org.cn/showproj.aspx?proj=50380,no results,2020-03-02,2020-03-18
231,chictr2000030314,chictr,2020-02-28,2020-02-28,"xiangyang central hospital,affiliated hospital of hubei university of arts and sciences",not recruiting,not applicable,interventional,no country given,traditional chinese medicine ma-xing-shi-gan-tang and sheng-jiang-san in the treatment of children with novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50248,no results,2020-03-02,2020-03-18
232,chictr2000030305,chictr,2020-02-28,2020-03-09,li caixia,not recruiting,not applicable,observational,china,multiomics study and emergency plan optimization of spleen strengthening clearing damp and stomach therapy combined with antiviral therapy for novel coronavirus pneumonia (covid-19),genomics,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50223,no results,2020-03-02,2020-08-03
233,chictr2000030334,chictr,2020-02-28,2020-02-19,nanjing second hospital,recruiting,not applicable,diagnostic test,china,microrna as a marker for early diagnosis of novel coronavirus infection (covid-19),diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49491,no results,2020-03-02,2020-08-03
234,chictr2000030333,chictr,2020-02-28,2020-03-04,"tongji hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,interventional,china,"a randomized,open-label controlled trial for the efficacy and safety of pirfenidone in patients with severe and critical novel coronavirus pneumonia (covid-19)",drug,pirfenidone,http://www.chictr.org.cn/showproj.aspx?proj=48801,no results,2020-03-02,2020-08-03
235,chictr2000030317,chictr,2020-02-28,2020-03-01,west china hospital of sichuan university,not recruiting,not applicable,interventional,china,clinical study for a new type of gastroscope isolation mask for preventing and controlling the novel coronavirus pneumonia (covid-19) epidemic period,other (physical),gastroscope mask,http://www.chictr.org.cn/showproj.aspx?proj=50247,no results,2020-03-02,2020-08-03
236,chictr2000030315,chictr,2020-02-28,2020-01-01,affiliated hospital of changchun university of traditional chinese medicine,recruiting,not applicable,observational,china,clinical study for traditional chinese medicine in the prevention and treatment of novel coronavirus pneumonia (covid-19),traditional medicine (unspecified),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50255,no results,2020-03-02,2020-08-03
237,chictr2000030288,chictr,2020-02-27,2020-02-27,china academy of chinese medical sciences,recruiting,not applicable,interventional,china,efficacy of traditional chinese medicine in the treatment of novel coronavirus pneumonia (covid-19): a randomized controlled trial,traditional medicine (unspecified),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50202,no results,2020-03-02,2020-08-03
238,chictr2000030263,chictr,2020-02-26,2020-02-20,beijing geriatric hospital,not recruiting,not applicable,epidemiological research,china,investigation and analysis of psychological status of hospital staff during the novel coronavirus pneumonia (covid-19) epidemic,other (psych),no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50140,no results,2020-03-02,2020-03-18
239,chictr2000030424,chictr,2020-03-01,2020-03-02,henan provincial people's hospital,not recruiting,not applicable,interventional,china,"a single-center,single-arm clinical trial for azvudine in the treatment of novel coronavirus pneumonia (covid-19)",drug,azvudine,http://www.chictr.org.cn/showproj.aspx?proj=50174,no results,2020-03-02,2020-08-03
